,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
ERX2300159,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248409,ERP106254,PRJEB24427,438639.0,ERS2089050,SAMEA104471108,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237711.0,,,30097663,30097663.0,PAO1,PAO1,wild type genotype,NC_002516.2,Metabolic_fitness_plasmid,PAO1_metabolites_wt,PAO1_metabolites_wt,wt_LB,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_metabolites_wt,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,2.0
ERX2300160,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248410,ERP106254,PRJEB24427,438639.0,ERS2089051,SAMEA104471109,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237712.0,,,30097663,30097663.0,PAO1,PAO1,wild type genotype,NC_002516.2,Metabolic_fitness_plasmid,PAO1_metabolites_wt,PAO1_metabolites_wt,wt_LB,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_metabolites_wt,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,2.0
ERX2300161,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248411,ERP106254,PRJEB24427,438639.0,ERS2089052,SAMEA104471110,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237713.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_pAKD1,NC_002516.2,Metabolic_fitness_plasmid,PAO1_pAKD1,PAO1_metabolites_wt,PAO1_pAKD1_1,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_pAKD1,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_pAKD1:1,2.0
ERX2300162,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248412,ERP106254,PRJEB24427,438639.0,ERS2089053,SAMEA104471111,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237714.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_pAKD1,NC_002516.2,Metabolic_fitness_plasmid,PAO1_pAKD1,PAO1_metabolites_wt,PAO1_pAKD1_2,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_pAKD1,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_pAKD1:2,2.0
ERX2300163,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248413,ERP106254,PRJEB24427,438639.0,ERS2089054,SAMEA104471112,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237715.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_PAMBL1,NC_002516.2,Metabolic_fitness_plasmid,PAO1_PAMBL1,PAO1_metabolites_wt,PAO1_PAMBL1_1,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_PAMBL1,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.0
ERX2300164,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248414,ERP106254,PRJEB24427,438639.0,ERS2089055,SAMEA104471113,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237716.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_PAMBL1,NC_002516.2,Metabolic_fitness_plasmid,PAO1_PAMBL1,PAO1_metabolites_wt,PAO1_PAMBL1_2,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_PAMBL1,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.0
ERX2300165,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248415,ERP106254,PRJEB24427,438639.0,ERS2089056,SAMEA104471114,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237717.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_PAMBL2,NC_002516.2,Metabolic_fitness_plasmid,PAO1_PAMBL2,PAO1_metabolites_wt,PAO1_PAMBL2_1,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_PAMBL2,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_PAMBL2:1,2.0
ERX2300166,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248416,ERP106254,PRJEB24427,438639.0,ERS2089057,SAMEA104471115,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237718.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_PAMBL2,NC_002516.2,Metabolic_fitness_plasmid,PAO1_PAMBL2,PAO1_metabolites_wt,PAO1_PAMBL2_2,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_PAMBL2,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_PAMBL2:2,2.0
ERX2300167,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248417,ERP106254,PRJEB24427,438639.0,ERS2089058,SAMEA104471116,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237719.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_pBS228,NC_002516.2,Metabolic_fitness_plasmid,PAO1_pBS228,PAO1_metabolites_wt,PAO1_pBS228_1,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_pBS228,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_pBS228:1,2.0
ERX2300168,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248418,ERP106254,PRJEB24427,438639.0,ERS2089059,SAMEA104471117,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237720.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_pBS228,NC_002516.2,Metabolic_fitness_plasmid,PAO1_pBS228,PAO1_metabolites_wt,PAO1_pBS228_2,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_pBS228,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_pBS228:2,2.0
ERX2300169,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248419,ERP106254,PRJEB24427,438639.0,ERS2089060,SAMEA104471118,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237721.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_RmS149,NC_002516.2,Metabolic_fitness_plasmid,PAO1_RmS149,PAO1_metabolites_wt,PAO1_RmS149_1,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_RmS149,1,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_RmS149:1,2.0
ERX2300170,https://dx.doi.org/10.1038%2Fs41396-018-0224-8,3/16/18 8:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,ERR2248420,ERP106254,PRJEB24427,438639.0,ERS2089061,SAMEA104471119,ERA1180351,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,University of Oxford,0.0,5237722.0,,,30097663,30097663.0,PAO1,PAO1,PAO1_RmS149,NC_002516.2,Metabolic_fitness_plasmid,PAO1_RmS149,PAO1_metabolites_wt,PAO1_RmS149_2,PA_metabolite_fitness,Metabolic_fitness_plasmid:PAO1_RmS149,2,PAO1_metabolites_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,Metabolic_fitness_plasmid:PAO1_RmS149:2,2.0
ERX2068556,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008793,ERP023543,PRJEB21307,487549.0,ERS1789031,SAMEA104125138,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209298.0,,,,,PAO1_mexZ,PAO1,mexZ,NC_002516.2,mexZ_knockout,del_mexZ,wt_LB,E-MTAB-5820:PAO1_mexZ_1,PA_mex_KO,mexZ_knockout:del_mexZ,1,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:del_mexZ:1,3.0
ERX2068557,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008794,ERP023543,PRJEB21307,487549.0,ERS1789032,SAMEA104125139,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209299.0,,,,,PAO1_mexZ,PAO1,mexZ,NC_002516.2,mexZ_knockout,del_mexZ,wt_LB,E-MTAB-5820:PAO1_mexZ_2,PA_mex_KO,mexZ_knockout:del_mexZ,2,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:del_mexZ:2,3.0
ERX2068558,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008795,ERP023543,PRJEB21307,487549.0,ERS1789033,SAMEA104125140,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209300.0,,,,,PAO1_mexZ,PAO1,mexZ,NC_002516.2,mexZ_knockout,del_mexZ,wt_LB,E-MTAB-5820:PAO1_mexZ_3,PA_mex_KO,mexZ_knockout:del_mexZ,3,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:del_mexZ:3,3.0
ERX2068559,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008796,ERP023543,PRJEB21307,487549.0,ERS1789034,SAMEA104125141,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209301.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,mexZ_knockout,wt_LB,wt_LB,E-MTAB-5820:PAO1_WT,PA_mex_KO,mexZ_knockout:wt_LB,1,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:wt_LB:1,3.0
ERX2068560,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008797,ERP023543,PRJEB21307,487549.0,ERS1789035,SAMEA104125142,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209302.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,mexZ_knockout,wt_LB,wt_LB,E-MTAB-5820:PAO1_WT,PA_mex_KO,mexZ_knockout:wt_LB,2,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:wt_LB:2,3.0
ERX2068561,https://dx.doi.org/10.1038%2Fs41598-018-30972-y,8/22/18 9:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,ERR2008798,ERP023543,PRJEB21307,487549.0,ERS1789036,SAMEA104125143,ERA960461,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,Novo Nordisk Center For Biosustainability,30.0,6209303.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,mexZ_knockout,wt_LB,wt_LB,E-MTAB-5820:PAO1_WT,PA_mex_KO,mexZ_knockout:wt_LB,3,E-MTAB-5820:PAO1_WT,,LB,,Aerobic,,,,mid-log,600,"Inactivation of mexZ is known to lead to the overexpress of mexX and mexY genes and being involved in intrinsic resistance antibiotic, in particular to aminoglycosides",1.0,1.0,1.0,1.0,1.0,mexZ_knockout:wt_LB:3,3.0
SRX6747256,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008982,SRP218964,PRJNA561292,561292.0,SRS5297508,SAMN12613382,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888187.0,GSE136097,GSM4041102,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,ABTGC,ABTGC,ABTGC,PA_mucin_glycan,Mucin_glycans:ABTGC,1,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:ABTGC:1,5.0
SRX6747257,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008983,SRP218964,PRJNA561292,561292.0,SRS5297509,SAMN12613381,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888188.0,GSE136097,GSM4041103,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,ABTGC,ABTGC,ABTGC,PA_mucin_glycan,Mucin_glycans:ABTGC,2,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:ABTGC:2,5.0
SRX6747258,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008984,SRP218964,PRJNA561292,561292.0,SRS5297510,SAMN12613380,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888189.0,GSE136097,GSM4041104,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,ABTGC,ABTGC,ABTGC,PA_mucin_glycan,Mucin_glycans:ABTGC,3,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:ABTGC:3,5.0
SRX6747259,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008985,SRP218964,PRJNA561292,561292.0,SRS5297511,SAMN12613379,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888190.0,GSE136097,GSM4041105,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,ABTGC,ABTGC,ABTGC,PA_mucin_glycan,Mucin_glycans:ABTGC,4,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:ABTGC:4,5.0
SRX6747260,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008986,SRP218964,PRJNA561292,561292.0,SRS5297512,SAMN12613378,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888191.0,GSE136097,GSM4041106,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,ABTGC,ABTGC,ABTGC,PA_mucin_glycan,Mucin_glycans:ABTGC,5,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:ABTGC:5,5.0
SRX6747265,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008991,SRP218964,PRJNA561292,561292.0,SRS5297517,SAMN12613388,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888196.0,GSE136097,GSM4041111,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,MUC5B,ABTGC,MUC5B_2,PA_mucin_glycan,Mucin_glycans:MUC5B,1,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:MUC5B:1,2.0
SRX6747266,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008992,SRP218964,PRJNA561292,561292.0,SRS5297518,SAMN12613387,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888197.0,GSE136097,GSM4041112,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,MUC5B,ABTGC,MUC5B_3,PA_mucin_glycan,Mucin_glycans:MUC5B,2,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:MUC5B:2,2.0
SRX6747268,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008994,SRP218964,PRJNA561292,561292.0,SRS5297520,SAMN12613385,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888199.0,GSE136097,GSM4041114,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,Glycans,ABTGC,Glycans_2,PA_mucin_glycan,Mucin_glycans:Glycans,1,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:Glycans:1,2.0
SRX6747269,https://doi.org/10.1038/s41564-019-0581-8,10/21/19 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10008995,SRP218964,PRJNA561292,561292.0,SRS5297521,SAMN12613384,SRA945935,RNA-Seq,cDNA,TRANSCRIPTOMIC,Massachusetts Institute of Technology,0.0,8888200.0,GSE136097,GSM4041115,31611643,31611643.0,PAO1,PAO1,wild type,NC_002516.2,Mucin_glycans,Glycans,ABTGC,Glycans_3,PA_mucin_glycan,Mucin_glycans:Glycans,2,ABTGC,,ABTGC,,Aerobic,,,37.0,,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Mucin_glycans:Glycans:2,2.0
SRX6747953,https://doi.org/10.1128/msystems.00590-19,11/21/19 0:55,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10009728,SRP218985,PRJNA561332,561332.0,SRS5298186,SAMN12614883,SRA946017,RNA-Seq,cDNA,TRANSCRIPTOMIC,Life Science and Medical Bioscience,0.0,8888884.0,GSE136111,GSM4041290,31796567,31796567.0,PAO1,PAO1,hfq::3xFLAG,NC_002516.2,NC_002516.2,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,PA_ncRNA_UVcrosslink,NC_002516.2:Planktonic_total_RNA_Rep,1,Planktonic_total_RNA_Rep,,LB,,,,,37.0,,OD600 ->2.0,,1.0,1.0,1.0,1.0,1.0,NC_002516.2:Planktonic_total_RNA_Rep:1,3.0
SRX6747954,https://doi.org/10.1128/msystems.00590-19,11/21/19 0:55,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10009729,SRP218985,PRJNA561332,561332.0,SRS5298187,SAMN12614882,SRA946017,RNA-Seq,cDNA,TRANSCRIPTOMIC,Life Science and Medical Bioscience,0.0,8888885.0,GSE136111,GSM4041291,31796567,31796567.0,PAO1,PAO1,hfq::3xFLAG,NC_002516.2,NC_002516.2,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,PA_ncRNA_UVcrosslink,NC_002516.2:Planktonic_total_RNA_Rep,2,Planktonic_total_RNA_Rep,,LB,,,,,37.0,,OD600 ->2.0,,1.0,1.0,1.0,1.0,1.0,NC_002516.2:Planktonic_total_RNA_Rep:2,3.0
SRX6747955,https://doi.org/10.1128/msystems.00590-19,11/21/19 0:55,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10009730,SRP218985,PRJNA561332,561332.0,SRS5298188,SAMN12614881,SRA946017,RNA-Seq,cDNA,TRANSCRIPTOMIC,Life Science and Medical Bioscience,0.0,8888886.0,GSE136111,GSM4041292,31796567,31796567.0,PAO1,PAO1,hfq::3xFLAG,NC_002516.2,NC_002516.2,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,Planktonic_total_RNA_Rep,PA_ncRNA_UVcrosslink,NC_002516.2:Planktonic_total_RNA_Rep,3,Planktonic_total_RNA_Rep,,LB,,,,,37.0,,OD600 ->2.0,,1.0,1.0,1.0,1.0,1.0,NC_002516.2:Planktonic_total_RNA_Rep:3,3.0
SRX6747957,https://doi.org/10.1128/msystems.00590-19,11/21/19 0:55,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10009732,SRP218985,PRJNA561332,561332.0,SRS5298190,SAMN12614879,SRA946017,RNA-Seq,cDNA,TRANSCRIPTOMIC,Life Science and Medical Bioscience,0.0,8888888.0,GSE136111,GSM4041294,31796567,31796567.0,PAO1,PAO1,hfq::3xFLAG,NC_002516.2,NC_002516.2,Biofilm_total_RNA_Rep,Planktonic_total_RNA_Rep,Biofilm_total_RNA_Rep2,PA_ncRNA_UVcrosslink,NC_002516.2:Biofilm_total_RNA_Rep,1,Planktonic_total_RNA_Rep,,LB,,,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,NC_002516.2:Biofilm_total_RNA_Rep:1,2.0
