,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,sample,BioSample1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,BioSample2,doi,base_media,carbon_source,temperature,growth_phase,project,project_detail,condition,n_replicates,reference_condition,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate
SBRG_LBv2_TfoXOver_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,TfoX,LBv2_TfoXOver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Mid_Rep1_S79_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Mid,True,True,1
SBRG_LBv2_TfoXOver_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,TfoX,LBv2_TfoXOver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Mid_Rep2_S80_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Mid,True,True,2
SBRG_LBv2_TfoXOver_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,TfoX,LBv2_TfoXOver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Stationary_Rep1_S83_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Stat,True,True,1
SBRG_LBv2_TfoXOver_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,TfoX,LBv2_TfoXOver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Stationary_Rep2_S84_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Stat,True,True,2
SRX12193062,10/21/21 12:32,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,PAIRED,ILLUMINA,Illumina MiSeq,SRR15902429,SRP337169,PRJNA763369,763369,Salinity and Temperature Variations__20-300-T1__1,SAMN21438616,SRA1294787,RNA-Seq,cDNA,TRANSCRIPTOMIC,GEO,0,0,SAMN21438616,,,,,,Stress-I,Salinity and Temperature Variations,20-300-T1,2,20-300-T1,,,True,,True,True,Salinity and Temperature Variations:20-300-T1,True,True,1
SRX12193071,10/21/21 12:32,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,PAIRED,ILLUMINA,Illumina MiSeq,SRR15902438,SRP337169,PRJNA763369,763369,Salinity and Temperature Variations__20-300-T1__2,SAMN21438625,SRA1294787,RNA-Seq,cDNA,TRANSCRIPTOMIC,GEO,0,0,SAMN21438625,,,,,,Stress-I,Salinity and Temperature Variations,20-300-T1,2,20-300-T1,,,True,,True,True,Salinity and Temperature Variations:20-300-T1,True,True,2
SRX12193063,10/21/21 12:32,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,PAIRED,ILLUMINA,Illumina MiSeq,SRR15902430,SRP337169,PRJNA763369,763369,Salinity and Temperature Variations__20-300-T2__1,SAMN21438617,SRA1294787,RNA-Seq,cDNA,TRANSCRIPTOMIC,GEO,0,0,SAMN21438617,,,,,,Stress-I,Salinity and Temperature Variations,20-300-T2,2,20-300-T1,,,True,,True,True,Salinity and Temperature Variations:20-300-T2,True,True,1
SRX12193072,10/21/21 12:32,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,PAIRED,ILLUMINA,Illumina MiSeq,SRR15902439,SRP337169,PRJNA763369,763369,Salinity and Temperature Variations__20-300-T2__2,SAMN21438626,SRA1294787,RNA-Seq,cDNA,TRANSCRIPTOMIC,GEO,0,0,SAMN21438626,,,,,,Stress-I,Salinity and Temperature Variations,20-300-T2,2,20-300-T1,,,True,,True,True,Salinity and Temperature Variations:20-300-T2,True,True,2
SBRG_LBv2_LowpH_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LowpH_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,Stress-II-1,LowpH,LBv2_LowpH_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2_glucose_LowpH_Mid_Rep1_S67_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LowpH_Mid,True,True,1
SBRG_LBv2_LowpH_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LowpH_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,Stress-II-1,LowpH,LBv2_LowpH_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2_glucose_LowpH_Mid_Rep2_S68_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LowpH_Mid,True,True,2
SBRG_LBv2_highSalt_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_highSalt_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,Stress-II-1,HighSalt,LBv2_highSalt_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2_glucose_High_salt_Mid_Rep1_S69_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_highSalt_Mid,True,True,1
SBRG_LBv2_highSalt_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_highSalt_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,Stress-II-1,HighSalt,LBv2_highSalt_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2_glucose_High_salt_Mid_Rep2_S70_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_highSalt_Mid,True,True,2
SBRG_M9Na_glucoseKanamycin_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseKanamycin_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Mid,Stress-II-2,Kanamycin,M9Na_glucoseKanamycin_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Kan_Mid_Rep1_S71_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseKanamycin_Mid,True,True,1
SBRG_M9Na_glucoseKanamycin_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseKanamycin_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Mid,Stress-II-2,Kanamycin,M9Na_glucoseKanamycin_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Kan_Mid_Rep2_S72_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseKanamycin_Mid,True,True,2
SRX8117098,8/21/20 10:07,691,Vibrio natriegens,691,1236,691,Vibrio natriegens,PAIRED,ILLUMINA,HiSeq X Ten,SRR11547055,SRP256396,PRJNA624924,624924,microgravity__R_wt__1,SAMN14589690,SRA1065490,RNA-Seq,cDNA,TRANSCRIPTOMIC,BEIJING INSTITUTE OF BIOTECHNOLOGY,0,0,SAMN14589690,https://doi.org/10.3389/fmicb.2020.02040,YT medium,,37.0,,Stress-III,microgravity,R_wt,2,R_wt,,,True,,True,True,microgravity:R_wt,True,True,1
SRX8117099,8/21/20 10:07,691,Vibrio natriegens,691,1236,691,Vibrio natriegens,PAIRED,ILLUMINA,HiSeq X Ten,SRR11547054,SRP256396,PRJNA624924,624924,microgravity__R_wt__2,SAMN14589690,SRA1065490,RNA-Seq,cDNA,TRANSCRIPTOMIC,BEIJING INSTITUTE OF BIOTECHNOLOGY,0,0,SAMN14589690,https://doi.org/10.3389/fmicb.2020.02040,YT medium,,37.0,,Stress-III,microgravity,R_wt,2,R_wt,,,True,,True,True,microgravity:R_wt,True,True,2
SRX8117100,8/21/20 10:07,691,Vibrio natriegens,691,1236,691,Vibrio natriegens,PAIRED,ILLUMINA,HiSeq X Ten,SRR11547053,SRP256396,PRJNA624924,624924,microgravity__R_s__1,SAMN14589690,SRA1065490,RNA-Seq,cDNA,TRANSCRIPTOMIC,BEIJING INSTITUTE OF BIOTECHNOLOGY,0,0,SAMN14589690,https://doi.org/10.3389/fmicb.2020.02040,YT medium,,37.0,,Stress-III,microgravity,R_s,2,R_wt,,,True,,True,True,microgravity:R_s,True,True,1
SRX8117101,8/21/20 10:07,691,Vibrio natriegens,691,1236,691,Vibrio natriegens,PAIRED,ILLUMINA,HiSeq X Ten,SRR11547052,SRP256396,PRJNA624924,624924,microgravity__R_s__2,SAMN14589690,SRA1065490,RNA-Seq,cDNA,TRANSCRIPTOMIC,BEIJING INSTITUTE OF BIOTECHNOLOGY,0,0,SAMN14589690,https://doi.org/10.3389/fmicb.2020.02040,YT medium,,37.0,,Stress-III,microgravity,R_s,2,R_wt,,,True,,True,True,microgravity:R_s,True,True,2
SBRG_OSS_TfoXOver_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_condition__OSS_TfoXOver_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,OSS,,30.0,Stationary,Competence-condition,Competence_condition,OSS_TfoXOver_Stat,2,OSS_VectorOnly_Stat,Vnat_data/VCi_HRS_Vnat_OSS__TfoX_Over_Stationary_Rep1_S41_L001_R1_001.fastq.gz,,True,,True,True,Competence_condition:OSS_TfoXOver_Stat,True,True,1
SBRG_OSS_TfoXOver_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_condition__OSS_TfoXOver_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,OSS,,30.0,Stationary,Competence-condition,Competence_condition,OSS_TfoXOver_Stat,2,OSS_VectorOnly_Stat,Vnat_data/VCi_HRS_Vnat_OSS__TfoX_Over_Stationary_Rep2_S42_L001_R1_001.fastq.gz,,True,,True,True,Competence_condition:OSS_TfoXOver_Stat,True,True,2
SBRG_OSS_VectorOnly_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_condition__OSS_VectorOnly_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,OSS,,30.0,Stationary,Competence-condition,Competence_condition,OSS_VectorOnly_Stat,2,OSS_VectorOnly_Stat,Vnat_data/VCi_HRS_Vnat_OSS__VectorOnly_Stationary_Rep1_S39_L001_R1_001.fastq.gz,,True,,True,True,Competence_condition:OSS_VectorOnly_Stat,True,True,1
SBRG_OSS_VectorOnly_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_condition__OSS_VectorOnly_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,OSS,,30.0,Stationary,Competence-condition,Competence_condition,OSS_VectorOnly_Stat,2,OSS_VectorOnly_Stat,Vnat_data/VCi_HRS_Vnat_OSS__VectorOnly_Stationary_Rep2_S40_L001_R1_001.fastq.gz,,True,,True,True,Competence_condition:OSS_VectorOnly_Stat,True,True,2
SBRG_LBv2_TfoXOver_Recov_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_Recovery__LBv2_TfoXOver_Recov__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Recovery,Competence-Recovery,Competence_Recovery,LBv2_TfoXOver_Recov,2,LBv2_VectorOnly_Recov,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Recovery_Rep1_S45_L001_R1_001.fastq.gz,,True,,True,True,Competence_Recovery:LBv2_TfoXOver_Recov,True,True,1
SBRG_LBv2_TfoXOver_Recov_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_Recovery__LBv2_TfoXOver_Recov__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Recovery,Competence-Recovery,Competence_Recovery,LBv2_TfoXOver_Recov,2,LBv2_VectorOnly_Recov,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Recovery_Rep2_S46_L001_R1_001.fastq.gz,,True,,True,True,Competence_Recovery:LBv2_TfoXOver_Recov,True,True,2
SBRG_LBv2_VectorOnly_Recov_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_Recovery__LBv2_VectorOnly_Recov__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Recovery,Competence-Recovery,Competence_Recovery,LBv2_VectorOnly_Recov,2,LBv2_VectorOnly_Recov,Vnat_data/VCi_HRS_Vnat_LBv2__VectorOnly_Recovery_Rep1_S43_L001_R1_001.fastq.gz,,True,,True,True,Competence_Recovery:LBv2_VectorOnly_Recov,True,True,1
SBRG_LBv2_VectorOnly_Recov_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Competence_Recovery__LBv2_VectorOnly_Recov__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Recovery,Competence-Recovery,Competence_Recovery,LBv2_VectorOnly_Recov,2,LBv2_VectorOnly_Recov,Vnat_data/VCi_HRS_Vnat_LBv2__VectorOnly_Recovery_Rep2_S44_L001_R1_001.fastq.gz,,True,,True,True,Competence_Recovery:LBv2_VectorOnly_Recov,True,True,2
