,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3984067,4/22/18 0:46,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052971,SRP141820,PRJNA439684,439684,SRS3208890,SAMN08769738,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451850,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769738,DC3000,,,co_culture,co_culture,mono_12.5,mono_45,mono_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,45.0,,,,,,,True,True,True,True,co_culture:mono_45,True,True,4.0,co_culture__mono_45__4.0,4.0
SRX3984068,4/22/18 0:38,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052970,SRP141818,PRJNA439676,439676,SRS3208888,SAMN08769710,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451851,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769710,DC3000,,,co_culture,co_culture,mono_12.5,mono_40,mono_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,40.0,,,,,,,True,True,True,True,co_culture:mono_40,True,True,4.0,co_culture__mono_40__4.0,4.0
SRX3984069,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052969,SRP141821,PRJNA439597,439597,SRS3208891,SAMN08769729,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451852,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769729,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_30,b_thai_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,30.0,,,,,,,True,True,True,True,co_culture:b_thai_30,True,True,4.0,co_culture__b_thai_30__4.0,4.0
SRX3984070,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052968,SRP141822,PRJNA439605,439605,SRS3208892,SAMN08769759,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451853,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769759,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_40,b_thai_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,40.0,,,,,,,True,True,True,True,co_culture:b_thai_40,True,True,3.0,co_culture__b_thai_40__3.0,3.0
SRX3984071,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052967,SRP141823,PRJNA439601,439601,SRS3208893,SAMN08769625,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451854,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769625,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_35,b_thai_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,35.0,,,,,,,True,True,True,True,co_culture:b_thai_35,True,True,4.0,co_culture__b_thai_35__4.0,4.0
SRX3984073,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052965,SRP141825,PRJNA439617,439617,SRS3208895,SAMN08769699,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451856,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769699,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_25,c_viol_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,25.0,,,,,,,True,True,True,True,co_culture:c_viol_25,True,True,4.0,co_culture__c_viol_25__4.0,4.0
SRX3984074,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052964,SRP141829,PRJNA439625,439625,SRS3208898,SAMN08769628,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451857,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769628,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_35,c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:c_viol_35,True,True,4.0,co_culture__c_viol_35__4.0,4.0
SRX3984077,4/22/18 0:33,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052961,SRP141828,PRJNA439611,439611,SRS3208899,SAMN08769723,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451860,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769723,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_12.5,c_viol_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,12.5,,,,,,,True,True,True,True,co_culture:c_viol_12.5,True,True,3.0,co_culture__c_viol_12.5__3.0,4.0
SRX3984078,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052960,SRP141830,PRJNA439610,439610,SRS3208900,SAMN08769724,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451861,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769724,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_12.5,c_viol_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,12.5,,,,,,,True,True,True,True,co_culture:c_viol_12.5,True,True,4.0,co_culture__c_viol_12.5__4.0,4.0
SRX3984079,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052959,SRP141831,PRJNA439586,439586,SRS3208901,SAMN08769761,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451862,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769761,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_12.5,b_thai_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,12.5,,,,,,,True,True,True,True,co_culture:b_thai_12.5,True,True,3.0,co_culture__b_thai_12.5__3.0,3.0
SRX3984080,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052958,SRP141832,PRJNA439657,439657,SRS3208902,SAMN08769708,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451863,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769708,DC3000,,,co_culture,co_culture,mono_12.5,mono_12.5,mono_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,12.5,,,,,,,True,True,True,True,co_culture:mono_12.5,True,True,4.0,co_culture__mono_12.5__4.0,4.0
SRX3984082,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052956,SRP141834,PRJNA439618,439618,SRS3208904,SAMN08769719,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451865,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769719,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_30,c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:c_viol_30,True,True,3.0,co_culture__c_viol_30__3.0,3.0
SRX3984084,4/22/18 0:34,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052954,SRP141836,PRJNA439645,439645,SRS3208906,SAMN08769703,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451867,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769703,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_35,b_thai_c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_35,True,True,4.0,co_culture__b_thai_c_viol_35__4.0,4.0
SRX6997963,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284970,SRP225787,PRJNA577705,577705,SRS5519679,SAMN13032734,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200973,13032734,GSE138901,GSM4121430,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_sid2,WT_sid2,DC3000,,,,,,,,,,,,Arabidopsis thaliana,sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_sid2,True,True,1.0,immunity_2__WT_sid2__1.0,3.0
SRX6997964,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284971,SRP225787,PRJNA577705,577705,SRS5519680,SAMN13032733,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200974,13032733,GSE138901,GSM4121431,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_pad4,WT_pad4,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1,,,48.0,,True,True,True,True,immunity_2:WT_pad4,True,True,1.0,immunity_2__WT_pad4__1.0,3.0
SRX6997965,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284972,SRP225787,PRJNA577705,577705,SRS5519681,SAMN13032732,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200975,13032732,GSE138901,GSM4121432,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_PS,WT_PS,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1 sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_PS,True,True,1.0,immunity_2__WT_PS__1.0,3.0
SRX6997967,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284974,SRP225787,PRJNA577705,577705,SRS5519683,SAMN13032729,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200977,13032729,GSE138901,GSM4121434,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_sid2,WT_sid2,DC3000,,,,,,,,,,,,Arabidopsis thaliana,sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_sid2,True,True,2.0,immunity_2__WT_sid2__2.0,3.0
SRX6997968,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284975,SRP225787,PRJNA577705,577705,SRS5519684,SAMN13032728,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200978,13032728,GSE138901,GSM4121435,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_pad4,WT_pad4,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1,,,48.0,,True,True,True,True,immunity_2:WT_pad4,True,True,2.0,immunity_2__WT_pad4__2.0,3.0
SRX6997969,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284976,SRP225787,PRJNA577705,577705,SRS5519685,SAMN13032727,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200979,13032727,GSE138901,GSM4121436,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_PS,WT_PS,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1 sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_PS,True,True,2.0,immunity_2__WT_PS__2.0,3.0
SRX6997971,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284979,SRP225787,PRJNA577705,577705,SRS5519687,SAMN13032725,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200981,13032725,GSE138901,GSM4121438,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_sid2,WT_sid2,DC3000,,,,,,,,,,,,Arabidopsis thaliana,sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_sid2,True,True,3.0,immunity_2__WT_sid2__3.0,3.0
SRX6997972,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284980,SRP225787,PRJNA577705,577705,SRS5519688,SAMN13032724,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200982,13032724,GSE138901,GSM4121439,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_pad4,WT_pad4,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1,,,48.0,,True,True,True,True,immunity_2:WT_pad4,True,True,3.0,immunity_2__WT_pad4__3.0,3.0
SRX6997973,4/30/20 16:54,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10284981,SRP225787,PRJNA577705,577705,SRS5519689,SAMN13032723,SRA979570,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9200983,13032723,GSE138901,GSM4121440,32541952,Pto,,,immunity_2,immunity_2,WT_sid2,WT_PS,WT_PS,DC3000,,,,,,,,,,,,Arabidopsis thaliana,pad4-1 sid2-2,,,48.0,,True,True,True,True,immunity_2:WT_PS,True,True,3.0,immunity_2__WT_PS__3.0,3.0
SRX3159100,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003818,SRP117027,PRJNA401856,401856,SRS2490425,SAMN07604219,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459431,GSE103441,GSM2771465,29531038,7604219,Pto,,,immunity_in_vitro,immunity_in_vitro,WT_MM,WT_MM,WT_MM,DC3000,Type III-inducible,Fructose,NH4,1.0,,28.0,5.7,exponential,0.65,,,,,,,,,True,True,True,True,immunity_in_vitro:WT_MM,True,True,1.0,immunity_in_vitro__WT_MM__1.0,4.0
SRX3159101,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003819,SRP117027,PRJNA401856,401856,SRS2490424,SAMN07604218,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459432,GSE103441,GSM2771466,29531038,7604218,Pto,,,immunity_in_vitro,immunity_in_vitro,WT_MM,WT_MM,WT_MM,DC3000,Type III-inducible,Fructose,NH4,1.0,,28.0,5.7,exponential,0.65,,,,,,,,,True,True,True,True,immunity_in_vitro:WT_MM,True,True,2.0,immunity_in_vitro__WT_MM__2.0,4.0
SRX3159102,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003820,SRP117027,PRJNA401856,401856,SRS2490426,SAMN07604217,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459433,GSE103441,GSM2771467,29531038,7604217,Pto,,,immunity_in_vitro,immunity_in_vitro,WT_MM,WT_MM,WT_MM,DC3000,Type III-inducible,Fructose,NH4,1.0,,28.0,5.7,exponential,0.65,,,,,,,,,True,True,True,True,immunity_in_vitro:WT_MM,True,True,3.0,immunity_in_vitro__WT_MM__3.0,4.0
SRX3159103,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003821,SRP117027,PRJNA401856,401856,SRS2490427,SAMN07604216,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459434,GSE103441,GSM2771468,29531038,7604216,Pto,,,immunity_in_vitro,immunity_in_vitro,WT_MM,WT_MM,WT_MM,DC3000,Type III-inducible,Fructose,NH4,1.0,,28.0,5.7,exponential,0.65,,,,,,,,,True,True,True,True,immunity_in_vitro:WT_MM,True,True,4.0,immunity_in_vitro__WT_MM__4.0,4.0
SRX3159000,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003744,SRP117027,PRJNA401856,401856,SRS2490324,SAMN07604197,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459331,GSE103441,GSM2771391,29531038,7604197,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_DE,WT_DE,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_DE,True,True,1.0,immunity_isolated__WT_DE__1.0,2.0
SRX3159001,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003745,SRP117027,PRJNA401856,401856,SRS2490325,SAMN07604196,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459332,GSE103441,GSM2771392,29531038,7604196,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_DEPS,WT_DEPS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1 pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_DEPS,True,True,1.0,immunity_isolated__WT_DEPS__1.0,2.0
SRX3159002,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003718,SRP117027,PRJNA401856,401856,SRS2490326,SAMN07604168,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459333,GSE103441,GSM2771365,29531038,7604168,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,1.0,immunity_isolated__WT_WT__1.0,12.0
SRX3159003,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003719,SRP117027,PRJNA401856,401856,SRS2490327,SAMN07604167,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459334,GSE103441,GSM2771366,29531038,7604167,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_npr1,WT_npr1,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,npr1-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_npr1,True,True,1.0,immunity_isolated__WT_npr1__1.0,2.0
SRX3159004,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003720,SRP117027,PRJNA401856,401856,SRS2490328,SAMN07604166,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459335,GSE103441,GSM2771367,29531038,7604166,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_DE,WT_DE,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_DE,True,True,2.0,immunity_isolated__WT_DE__2.0,2.0
SRX3159005,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003721,SRP117027,PRJNA401856,401856,SRS2490329,SAMN07604165,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459336,GSE103441,GSM2771368,29531038,7604165,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_DEPS,WT_DEPS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1 pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_DEPS,True,True,2.0,immunity_isolated__WT_DEPS__2.0,2.0
SRX3159006,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003722,SRP117027,PRJNA401856,401856,SRS2490330,SAMN07604164,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459337,GSE103441,GSM2771369,29531038,7604164,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,1.0,immunity_isolated__AvrRpt2_WT__1.0,14.0
SRX3159007,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003723,SRP117027,PRJNA401856,401856,SRS2490331,SAMN07604163,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459338,GSE103441,GSM2771370,29531038,7604163,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_npr1,AvrRpt2_npr1,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,npr1-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_npr1,True,True,1.0,immunity_isolated__AvrRpt2_npr1__1.0,3.0
SRX3159008,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003724,SRP117027,PRJNA401856,401856,SRS2490332,SAMN07604162,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459339,GSE103441,GSM2771371,29531038,7604162,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_DE,AvrRpt2_DE,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_DE,True,True,1.0,immunity_isolated__AvrRpt2_DE__1.0,3.0
SRX3159009,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003725,SRP117027,PRJNA401856,401856,SRS2490333,SAMN07604161,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459340,GSE103441,GSM2771372,29531038,7604161,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_DEPS,AvrRpt2_DEPS,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1 pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_DEPS,True,True,1.0,immunity_isolated__AvrRpt2_DEPS__1.0,2.0
SRX3159010,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003726,SRP117027,PRJNA401856,401856,SRS2490334,SAMN07604160,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459341,GSE103441,GSM2771373,29531038,7604160,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,2.0,immunity_isolated__WT_WT__2.0,12.0
