,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project,condition,reference_condition,strain_description,base_media,temperature,pH,growth_phase,OD,notes,Title,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,doi,n_replicates
Abaum_0011,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2501,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample3_S3_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample3_S3_R2_001.fastq.gz,AB5075,AB5075_med,LB,LB,AB5075,LB,,7,,,0,0,0,True,True,True,AB5075_med:LB,True,True,1.0,AB5075_med__LB__1.0,,2.0
Abaum_0012,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2502,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample4_S4_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample4_S4_R2_001.fastq.gz,AB5075,AB5075_med,LB,LB,AB5075,LB,,7,,,0,0,0,True,True,True,AB5075_med:LB,True,True,2.0,AB5075_med__LB__2.0,,2.0
Abaum_0013,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2503,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample5_S11_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample5_S11_R2_001.fastq.gz,AB5075,AB5075_med,M9+AA,LB,AB5075,M9+AA,,0,,,0,0,0,True,True,True,AB5075_med:M9+AA,True,True,1.0,AB5075_med__M9+AA__1.0,,2.0
Abaum_0014,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2504,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample6_S12_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample6_S12_R2_001.fastq.gz,AB5075,AB5075_med,M9+AA,LB,AB5075,M9+AA,,0,,,0,0,0,True,True,True,AB5075_med:M9+AA,True,True,2.0,AB5075_med__M9+AA__2.0,,2.0
Abaum_0015,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2505,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample7_S13_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample7_S13_R2_001.fastq.gz,AB5075,AB5075_med,M9-AA,LB,AB5075,M9-AA,,0,,,0,0,0,True,True,True,AB5075_med:M9-AA,True,True,1.0,AB5075_med__M9-AA__1.0,,2.0
Abaum_0016,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2506,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample8_S14_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-21-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample8_S14_R2_001.fastq.gz,AB5075,AB5075_med,M9-AA,LB,AB5075,M9-AA,,0,,,0,0,0,True,True,True,AB5075_med:M9-AA,True,True,2.0,AB5075_med__M9-AA__2.0,,2.0
ERX1221046,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142205,ERP013238,PRJEB11825,317813,ERS977957,SAMEA3670808,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411002,0,0,27094331,4607246,AYE,parental strain genotype,0,0,0,AYE_adeB,WT,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:WT,True,True,1.0,AYE_adeB__WT__1.0,doi.org/10.1128/mBio.00430-16,3.0
ERX1221048,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142207,ERP013238,PRJEB11825,317813,ERS977959,SAMEA3670810,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411004,0,0,27094331,4607248,AYE,parental strain genotype,0,0,0,AYE_adeB,WT,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:WT,True,True,2.0,AYE_adeB__WT__2.0,doi.org/10.1128/mBio.00430-16,3.0
ERX1221049,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142208,ERP013238,PRJEB11825,317813,ERS977960,SAMEA3670811,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411005,0,0,27094331,4607249,AYE,parental strain genotype,0,0,0,AYE_adeB,WT,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:WT,True,True,3.0,AYE_adeB__WT__3.0,doi.org/10.1128/mBio.00430-16,3.0
ERX1221050,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142209,ERP013238,PRJEB11825,317813,ERS977961,SAMEA3670812,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411006,0,0,27094331,4607250,AYE,adeB deletion,0,0,0,AYE_adeB,adeB,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:adeB,True,True,1.0,AYE_adeB__adeB__1.0,doi.org/10.1128/mBio.00430-16,3.0
ERX1221052,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142211,ERP013238,PRJEB11825,317813,ERS977963,SAMEA3670814,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411008,0,0,27094331,4607252,AYE,adeB deletion,0,0,0,AYE_adeB,adeB,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:adeB,True,True,2.0,AYE_adeB__adeB__2.0,doi.org/10.1128/mBio.00430-16,3.0
ERX1221053,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142212,ERP013238,PRJEB11825,317813,ERS977964,SAMEA3670815,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,University of Birmingham,201,1,2411009,0,0,27094331,4607253,AYE,adeB deletion,0,0,0,AYE_adeB,adeB,WT,AYE,0,,0,,,0,0,0,True,True,True,AYE_adeB:adeB,True,True,3.0,AYE_adeB__adeB__3.0,doi.org/10.1128/mBio.00430-16,3.0
ABNM035,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_1_S28_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_1_S28_L001_R2_001.fastq.gz,0,COL,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.41600000000000004,15 min,0,0,True,True,True,COL:0ug/ml,True,True,1.0,COL__0ug/ml__1.0,,2.0
ABNM036,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_2_S29_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_2_S29_L001_R2_001.fastq.gz,0,COL,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.455,15 min,0,0,True,True,True,COL:0ug/ml,True,True,2.0,COL__0ug/ml__2.0,,2.0
ABNM037,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_1_S30_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_1_S30_L001_R2_001.fastq.gz,0,COL,0.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.448,15 min,0,0,True,True,True,COL:0.25ug/ml,True,True,1.0,COL__0.25ug/ml__1.0,,2.0
ABNM038,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_2_S31_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_2_S31_L001_R2_001.fastq.gz,0,COL,0.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.419,15 min,0,0,True,True,True,COL:0.25ug/ml,True,True,2.0,COL__0.25ug/ml__2.0,,2.0
ABNM041,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_1_S34_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_1_S34_L001_R2_001.fastq.gz,0,COL,1ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.432,15 min,0,0,True,True,True,COL:1ug/ml,True,True,1.0,COL__1ug/ml__1.0,,2.0
ABNM042,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_2_S35_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_2_S35_L001_R2_001.fastq.gz,0,COL,1ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.452,15 min,0,0,True,True,True,COL:1ug/ml,True,True,2.0,COL__1ug/ml__2.0,,2.0
ABNM019,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_1_S32_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_1_S32_L001_R2_001.fastq.gz,AB5075,H2O2,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.492,0,0,0,True,True,True,H2O2:0ug/ml,True,True,1.0,H2O2__0ug/ml__1.0,,2.0
ABNM020,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_2_S33_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_2_S33_L001_R2_001.fastq.gz,AB5075,H2O2,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.47000000000000003,0,0,0,True,True,True,H2O2:0ug/ml,True,True,2.0,H2O2__0ug/ml__2.0,,2.0
ABNM021,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_1_S34_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_1_S34_L001_R2_001.fastq.gz,AB5075,H2O2,1.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.518,0,0,0,True,True,True,H2O2:1.25ug/ml,True,True,1.0,H2O2__1.25ug/ml__1.0,,2.0
ABNM022,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_2_S35_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_2_S35_L001_R2_001.fastq.gz,AB5075,H2O2,1.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.47500000000000003,0,0,0,True,True,True,H2O2:1.25ug/ml,True,True,2.0,H2O2__1.25ug/ml__2.0,,2.0
ABNM023,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_1_S36_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_1_S36_L001_R2_001.fastq.gz,AB5075,H2O2,2.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.495,0,0,0,True,True,True,H2O2:2.5ug/ml,True,True,1.0,H2O2__2.5ug/ml__1.0,,2.0
ABNM024,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_2_S37_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_2_S37_L001_R2_001.fastq.gz,AB5075,H2O2,2.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.453,0,0,0,True,True,True,H2O2:2.5ug/ml,True,True,2.0,H2O2__2.5ug/ml__2.0,,2.0
ABNM025,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_1_S38_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_1_S38_L001_R2_001.fastq.gz,AB5075,H2O2,5ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.49,0,0,0,True,True,True,H2O2:5ug/ml,True,True,1.0,H2O2__5ug/ml__1.0,,2.0
ABNM026,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_2_S39_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_2_S39_L001_R2_001.fastq.gz,AB5075,H2O2,5ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.449,0,0,0,True,True,True,H2O2:5ug/ml,True,True,2.0,H2O2__5ug/ml__2.0,,2.0
ABNM027,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_1_S40_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_1_S40_L001_R2_001.fastq.gz,AB5075,MRP,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.483,0,0,0,True,True,True,MRP:0ug/ml,True,True,1.0,MRP__0ug/ml__1.0,,2.0
ABNM028,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_2_S41_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_2_S41_L001_R2_001.fastq.gz,AB5075,MRP,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.437,0,0,0,True,True,True,MRP:0ug/ml,True,True,2.0,MRP__0ug/ml__2.0,,2.0
ABNM029,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_1_S42_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_1_S42_L001_R2_001.fastq.gz,AB5075,MRP,25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.483,0,0,0,True,True,True,MRP:25ug/ml,True,True,1.0,MRP__25ug/ml__1.0,,2.0
ABNM030,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_2_S43_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_2_S43_L001_R2_001.fastq.gz,AB5075,MRP,25ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.425,0,0,0,True,True,True,MRP:25ug/ml,True,True,2.0,MRP__25ug/ml__2.0,,2.0
ABNM031,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_1_S44_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_1_S44_L001_R2_001.fastq.gz,AB5075,MRP,100ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.453,0,0,0,True,True,True,MRP:100ug/ml,True,True,1.0,MRP__100ug/ml__1.0,,2.0
ABNM032,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_2_S45_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_2_S45_L001_R2_001.fastq.gz,AB5075,MRP,100ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.419,0,0,0,True,True,True,MRP:100ug/ml,True,True,2.0,MRP__100ug/ml__2.0,,2.0
ABNM033,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_1_S46_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_1_S46_L001_R2_001.fastq.gz,AB5075,MRP,200ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.455,0,0,0,True,True,True,MRP:200ug/ml,True,True,1.0,MRP__200ug/ml__1.0,,2.0
ABNM034,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_2_S47_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_2_S47_L001_R2_001.fastq.gz,AB5075,MRP,200ug/ml,0ug/ml,AB5075,RPMI+10%LB,37.0,0,,0.429,0,0,0,True,True,True,MRP:200ug/ml,True,True,2.0,MRP__200ug/ml__2.0,,2.0
ABNM001,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_2_hrs_rep_1_S14_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_2_hrs_rep_1_S14_L001_R2_001.fastq.gz,AB5075,growth,2h,2h,AB5075,RPMI+10%LB,37.0,0,,0.228,0,0,0,True,True,True,growth:2h,True,True,1.0,growth__2h__1.0,,2.0
ABNM002,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_2_hrs_rep_2_S15_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_2_hrs_rep_2_S15_L001_R2_001.fastq.gz,AB5075,growth,2h,2h,AB5075,RPMI+10%LB,37.0,0,,0.171,0,0,0,True,True,True,growth:2h,True,True,2.0,growth__2h__2.0,,2.0
ABNM003,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_4_hrs_rep_1_S16_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_4_hrs_rep_1_S16_L001_R2_001.fastq.gz,AB5075,growth,4h,2h,AB5075,RPMI+10%LB,37.0,0,,0.457,0,0,0,True,True,True,growth:4h,True,True,1.0,growth__4h__1.0,,2.0
ABNM004,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_4_hrs_rep_2_S17_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_4_hrs_rep_2_S17_L001_R2_001.fastq.gz,AB5075,growth,4h,2h,AB5075,RPMI+10%LB,37.0,0,,0.368,0,0,0,True,True,True,growth:4h,True,True,2.0,growth__4h__2.0,,2.0
