,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
297,FNR,PN96_RS05855,PN96_RS08265,cydX,V. cholerae strain N16961,VC1842,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
298,FNR,PN96_RS05855,PN96_RS08270,cydB,V. cholerae strain N16961,VC1843,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
299,FNR,PN96_RS05855,PN96_RS08275,cydA,V. cholerae strain N16961,VC1844,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
300,FNR,PN96_RS05855,PN96_RS08665,,V. cholerae strain N16961,VC1890,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
301,FNR,PN96_RS05855,PN96_RS08710,udp,V. cholerae strain N16961,VC1034,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
302,FNR,PN96_RS05855,PN96_RS09380,sucD,V. cholerae strain N16961,VC2084,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
303,FNR,PN96_RS05855,PN96_RS09385,sucC,V. cholerae strain N16961,VC2085,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
304,FNR,PN96_RS05855,PN96_RS09390,odhB,V. cholerae strain N16961,VC2086,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
305,FNR,PN96_RS05855,PN96_RS09395,sucA,V. cholerae strain N16961,VC2087,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
306,FNR,PN96_RS05855,PN96_RS09400,,V. cholerae strain N16961,VC2088,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
307,FNR,PN96_RS05855,PN96_RS09405,sdhA,V. cholerae strain N16961,VC2089,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
308,FNR,PN96_RS05855,PN96_RS09410,sdhD,V. cholerae strain N16961,VC2090,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
309,FNR,PN96_RS05855,PN96_RS09415,sdhC,V. cholerae strain N16961,VC2091,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
310,FNR,PN96_RS05855,PN96_RS09475,nagE,V. cholerae strain N16961,VC0995,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
311,FNR,PN96_RS05855,PN96_RS09805,,V. cholerae strain N16961,VC2221,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
312,FNR,PN96_RS05855,PN96_RS10090,,V. cholerae strain N16961,VC0941,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
313,FNR,PN96_RS05855,PN96_RS10925,raiA,V. cholerae strain N16961,VC0706,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
314,FNR,PN96_RS05855,PN96_RS11190,grcA,V. cholerae strain N16961,VC2361,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
315,FNR,PN96_RS05855,PN96_RS11225,arcA,V. cholerae strain N16961,VC2368,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
316,FNR,PN96_RS05855,PN96_RS11855,mdh,V. cholerae strain N16961,VC0432,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
317,FNR,PN96_RS05855,PN96_RS13230,,V. cholerae strain N16961,VC0285,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
318,FNR,PN96_RS05855,PN96_RS13235,,V. cholerae strain N16961,VC0286,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
319,FNR,PN96_RS05855,PN96_RS13500,,V. cholerae strain N16961,VC0010,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
320,FNR,PN96_RS05855,PN96_RS14435,,V. cholerae strain N16961,VC1573,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
321,FNR,PN96_RS05855,PN96_RS14570,frdD,V. cholerae strain N16961,VC2659,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
322,FNR,PN96_RS05855,PN96_RS14575,frdC,V. cholerae strain N16961,VC2658,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
323,FNR,PN96_RS05855,PN96_RS14580,,V. cholerae strain N16961,VC2657,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
324,FNR,PN96_RS05855,PN96_RS14585,frdA,V. cholerae strain N16961,VC2656,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
325,FNR,PN96_RS05855,PN96_RS15320,,V. cholerae strain N16961,VC0200,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
326,FNR,PN96_RS05855,PN96_RS16875,,V. cholerae strain N16961,VC1951,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
327,FNR,PN96_RS05855,PN96_RS16880,,V. cholerae strain N16961,VC1950,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
328,FruR,PN96_RS21190,PN96_RS21190,fruR,Vibrio parahaemolyticus RIMD 2210633,VPA0814,RegPrecise,10.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2234,
329,FruR,PN96_RS21190,PN96_RS21195,fruB,Vibrio parahaemolyticus RIMD 2210633,VPA0813,RegPrecise,10.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2234,
330,FruR,PN96_RS21190,PN96_RS21200,fruK,Vibrio parahaemolyticus RIMD 2210633,VPA0812,RegPrecise,10.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2234,
331,FruR,PN96_RS21190,PN96_RS21205,fruA,Vibrio parahaemolyticus RIMD 2210633,VPA0811,RegPrecise,10.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2234,
332,Fur,PN96_RS09465,PN96_RS00915,epd,V. cholerae strain N16961,VC0476,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2106-MONOMER#tab=REGULON,
333,Fur,PN96_RS09465,PN96_RS01145,rpoS,Vibrio cholerae El Tor biotype strain C6706,VC0534,"Chip-Seq, qPCR",,https://doi.org/10.1073/pnas.1107894108,
334,Fur,PN96_RS09465,PN96_RS01495,,Vibrio cholerae El Tor biotype strain C6706,VC0608,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
335,Fur,PN96_RS09465,PN96_RS01500,fbpB,Vibrio parahaemolyticus RIMD 2210633,VP2490,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
336,Fur,PN96_RS09465,PN96_RS01505,fbpC,Vibrio parahaemolyticus RIMD 2210633,VP2489,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
337,Fur,PN96_RS09465,PN96_RS02230,tsaA,Vibrio parahaemolyticus RIMD 2210633,VP2332,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
338,Fur,PN96_RS09465,PN96_RS02235,,Vibrio cholerae El Tor biotype strain C6706,VC0878,"Chip-Seq, qPCR",15.0,https://doi.org/10.1073/pnas.1107894108,
339,Fur,PN96_RS09465,PN96_RS03065,COG3016,Vibrio parahaemolyticus RIMD 2210633,VP2161,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
340,Fur,PN96_RS09465,PN96_RS03125,PF00106,Vibrio parahaemolyticus RIMD 2210633,VP2146,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
341,Fur,PN96_RS09465,PN96_RS03280,PF10952,Vibrio parahaemolyticus RIMD 2210633,VP2110,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
342,Fur,PN96_RS09465,PN96_RS04145,,Vibrio cholerae El Tor biotype strain C6706,VC1264,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
343,Fur,PN96_RS09465,PN96_RS05460,iutA,Vibrio parahaemolyticus RIMD 2210633,VPA0979,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
344,Fur,PN96_RS09465,PN96_RS05635,pqiB,Vibrio parahaemolyticus RIMD 2210633,VP1611,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
345,Fur,PN96_RS09465,PN96_RS05640,pqiA,Vibrio parahaemolyticus RIMD 2210633,VP1610,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
346,Fur,PN96_RS09465,PN96_RS05645,VV1_2646,Vibrio parahaemolyticus RIMD 2210633,VP1609,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
347,Fur,PN96_RS09465,PN96_RS07785,ppaC,Vibrio parahaemolyticus RIMD 2210633,VP1165,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
348,Fur,PN96_RS09465,PN96_RS07790,,Vibrio cholerae El Tor biotype strain C6706,VC1688,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
349,Fur,PN96_RS09465,PN96_RS08945,vmeF,Vibrio cholerae El Tor biotype strain C6706,VC0914,"Chip-Seq, qPCR",,https://doi.org/10.1073/pnas.1107894108,
350,Fur,PN96_RS09465,PN96_RS09345,feoC,Vibrio parahaemolyticus RIMD 2210633,VP0859,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
351,Fur,PN96_RS09465,PN96_RS09350,feoB,Vibrio parahaemolyticus RIMD 2210633,VP0858,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
352,Fur,PN96_RS09465,PN96_RS09355,feoA,Vibrio parahaemolyticus RIMD 2210633,VP0857,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
353,Fur,PN96_RS09465,PN96_RS13195,VC0074,Vibrio parahaemolyticus RIMD 2210633,VP0074,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
354,Fur,PN96_RS09465,PN96_RS14245,,Vibrio cholerae El Tor biotype strain C6706,VC0091,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
355,Fur,PN96_RS09465,PN96_RS14435,fumC,Vibrio parahaemolyticus RIMD 2210633,VP2873,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
356,Fur,PN96_RS09465,PN96_RS14950,bfd,Vibrio parahaemolyticus RIMD 2210633,VP2769,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
357,Fur,PN96_RS09465,PN96_RS14955,bfr,Vibrio parahaemolyticus RIMD 2210633,VP2768,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
358,Fur,PN96_RS09465,PN96_RS15315,,Vibrio parahaemolyticus RIMD 2210633,VPA1434,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
359,Fur,PN96_RS09465,PN96_RS15320,fhuA,Vibrio parahaemolyticus RIMD 2210633,VPA1435,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
360,Fur,PN96_RS09465,PN96_RS15325,fhuC,Vibrio parahaemolyticus RIMD 2210633,VPA1436,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
361,Fur,PN96_RS09465,PN96_RS15330,fhuD,Vibrio parahaemolyticus RIMD 2210633,VPA1437,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
362,Fur,PN96_RS09465,PN96_RS15335,fhuB,Vibrio parahaemolyticus RIMD 2210633,VPA1438,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
363,Fur,PN96_RS09465,PN96_RS15535,,Vibrio cholerae El Tor biotype strain C6706,VCA0976,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
364,Fur,PN96_RS09465,PN96_RS15935,vctD,Vibrio parahaemolyticus RIMD 2210633,VPA0658,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
365,Fur,PN96_RS09465,PN96_RS15940,vctB,Vibrio parahaemolyticus RIMD 2210633,VPA0659,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
366,Fur,PN96_RS09465,PN96_RS15945,vctC,Vibrio parahaemolyticus RIMD 2210633,VPA0660,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
367,Fur,PN96_RS09465,PN96_RS16495,VCA0003,Vibrio parahaemolyticus RIMD 2210633,VPA0002,RegPrecise,20.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
368,Fur,PN96_RS09465,PN96_RS16500,VV21177,Vibrio parahaemolyticus RIMD 2210633,VPA0003,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
369,Fur,PN96_RS09465,PN96_RS16505,VV21178,Vibrio parahaemolyticus RIMD 2210633,VPA0004,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
370,Fur,PN96_RS09465,PN96_RS17030,fhuE,Vibrio parahaemolyticus RIMD 2210633,VPA0150,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
371,Fur,PN96_RS09465,PN96_RS17035,,Vibrio cholerae El Tor biotype strain C6706,VC1548,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
372,Fur,PN96_RS09465,PN96_RS17040,exbB1,Vibrio parahaemolyticus RIMD 2210633,VPA0152,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
373,Fur,PN96_RS09465,PN96_RS17045,exbB2,Vibrio parahaemolyticus RIMD 2210633,VPA0153,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
374,Fur,PN96_RS09465,PN96_RS17050,exbD2,Vibrio parahaemolyticus RIMD 2210633,VPA0154,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
375,Fur,PN96_RS09465,PN96_RS17055,tonB,Vibrio parahaemolyticus RIMD 2210633,VPA0155,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
376,Fur,PN96_RS09465,PN96_RS17060,VC1543,Vibrio parahaemolyticus RIMD 2210633,VPA0156,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
377,Fur,PN96_RS09465,PN96_RS18815,,Vibrio cholerae El Tor biotype strain C6706,VC0474,"Chip-Seq, qPCR",18.0,https://doi.org/10.1073/pnas.1107894108,
378,Fur,PN96_RS09465,PN96_RS19990,VCA0743,Vibrio parahaemolyticus RIMD 2210633,VPA0666,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
379,Fur,PN96_RS09465,PN96_RS20900,VCA0575,Vibrio parahaemolyticus RIMD 2210633,VPA0883,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
380,Fur,PN96_RS09465,PN96_RS22940,VV20565,Vibrio parahaemolyticus RIMD 2210633,VPA0539,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
381,Fur,PN96_RS09465,PN96_RS22945,VV20566,Vibrio parahaemolyticus RIMD 2210633,VPA0538,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
382,Fur,PN96_RS09465,PN96_RS22950,VV20567,Vibrio parahaemolyticus RIMD 2210633,VPA0537,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
383,Fur,PN96_RS09465,PN96_RS22955,VV20568,Vibrio parahaemolyticus RIMD 2210633,VPA0536,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
384,Fur,PN96_RS09465,PN96_RS22960,VCA1041,Vibrio parahaemolyticus RIMD 2210633,VPA0535,RegPrecise,18.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2097,
385,GalR,PN96_RS01945,PN96_RS01945,galR,Vibrio parahaemolyticus RIMD 2210633,VP2393,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=51820,
386,GalR,PN96_RS01945,PN96_RS22445,galE,Vibrio parahaemolyticus RIMD 2210633,VP2400,RegPrecise,8.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=51820,
387,GalR,PN96_RS01945,PN96_RS22440,galT,Vibrio parahaemolyticus RIMD 2210633,VP2399,RegPrecise,8.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=51820,
388,GalR,PN96_RS01945,PN96_RS22435,galK,Vibrio parahaemolyticus RIMD 2210633,VP2398,RegPrecise,8.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=51820,
389,GalR,PN96_RS01945,PN96_RS16270,galM,Vibrio parahaemolyticus RIMD 2210633,VP2397,RegPrecise,37.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=51820,
390,Glycine,RF00504,PN96_RS05210,glyP,Vibrio parahaemolyticus RIMD 2210633,VP1741,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40175,
391,GntR,PN96_RS13250,PN96_RS13230,eda,Vibrio parahaemolyticus RIMD 2210633,VC0285,RegPrecise,30.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5044,
392,GntR,PN96_RS13250,PN96_RS13235,gntU,Vibrio parahaemolyticus RIMD 2210633,VC0286,RegPrecise,30.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5044,
393,GntR,PN96_RS13250,PN96_RS13240,gntK,Vibrio parahaemolyticus RIMD 2210633,VC0287,RegPrecise,30.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5044,
394,GntR,PN96_RS13250,PN96_RS13245,edd,Vibrio parahaemolyticus RIMD 2210633,VC0288,RegPrecise,30.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5044,
395,GntR,PN96_RS13250,PN96_RS13250,gntR,Vibrio parahaemolyticus RIMD 2210633,VC0289,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5044,
396,HapR,PN96_RS01380,PN96_RS00435,,V. cholerae strain A1552,VC2507,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)6.
397,HapR,PN96_RS01380,PN96_RS01380,,V. cholerae strain A1552,VC0583,DEG,6.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)7.
398,HapR,PN96_RS01380,PN96_RS04080,,V. cholerae strain A1552,VC1249,DEG,28.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)8.
399,HapR,PN96_RS01380,PN96_RS08555,,V. cholerae strain A1552,VC1865,DEG,16.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)9.
400,HapR,PN96_RS01380,PN96_RS08585,,V. cholerae strain A1552,VC1872,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)10.
401,HapR,PN96_RS01380,PN96_RS08590,,V. cholerae strain A1552,VC1873,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)11.
402,HapR,PN96_RS01380,PN96_RS08595,,V. cholerae strain A1552,VC1874,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)12.
403,HapR,PN96_RS01380,PN96_RS09015,menB,V. cholerae strain A1552,VC1973,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)13.
404,HapR,PN96_RS01380,PN96_RS09060,,V. cholerae strain A1552,VC1917,DEG,40.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)14.
405,HapR,PN96_RS01380,PN96_RS11875,,V. cholerae strain A1552,VC0428,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)15.
406,HapR,PN96_RS01380,PN96_RS13175,uspB,V. cholerae strain A1552,VC0079,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)16.
407,HapR,PN96_RS01380,PN96_RS14510,pfkA,V. cholerae strain A1552,VC2689,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)17.
408,HapR,PN96_RS01380,PN96_RS14575,frdC,V. cholerae strain A1552,VC2658,DEG,28.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)18.
409,HapR,PN96_RS01380,PN96_RS14580,,V. cholerae strain A1552,VC2657,DEG,28.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)19.
410,HapR,PN96_RS01380,PN96_RS14585,frdA,V. cholerae strain A1552,VC2656,DEG,16.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)20.
411,HapR,PN96_RS01380,PN96_RS16600,,V. cholerae strain A1552,VCA1024,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)21.
412,HapR,PN96_RS01380,PN96_RS16635,,V. cholerae strain A1552,VCA1017,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)22.
413,HapR,PN96_RS01380,PN96_RS16655,nhaD,V. cholerae strain A1552,VCA1015,DEG,28.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)23.
414,HapR,PN96_RS01380,PN96_RS16880,,V. cholerae strain A1552,VC1950,DEG,40.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)24.
415,HapR,PN96_RS01380,PN96_RS18285,,V. cholerae strain A1552,VCA0691,DEG,3.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)25.
416,HapR,PN96_RS01380,PN96_RS18290,,V. cholerae strain A1552,VCA0690,DEG,6.0,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)26.
417,HapR,PN96_RS01380,PN96_RS18295,,V. cholerae strain A1552,VCA0689,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)27.
418,HapR,PN96_RS01380,PN96_RS18300,phaC,V. cholerae strain A1552,VCA0688,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)28.
419,HapR,PN96_RS01380,PN96_RS20100,,V. cholerae strain A1552,VCA0186,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)29.
420,HapR,PN96_RS01380,PN96_RS20770,,V. cholerae strain A1552,VCA0727,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)30.
