,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,R1,R2,BAM,alignment,doi,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample_1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_2,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,swift,Claimed by,precise2_id,precise1_id,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,approx_OD,growth_phase,dilution_rate,culture_type,time,additional_notes,original_order,drop,passed_number_conditions,n_replicates
SRX7656029,opex__chx_amp__3,,opex,chx_amp,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994840,,SINGLE,ILLUMINA,True,,True,True,opex:chx_amp,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085291,SAMN13956171,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989735.0,13956171.0,GSE144604,GSM4291805,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, ampicillin",37.0,,,,Mid-to-late exponential,,,1792.0,,1.0,3
SRX7656030,opex__chx_kan__1,,opex,chx_kan,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994841,,SINGLE,ILLUMINA,True,,True,True,opex:chx_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085289,SAMN13956170,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989736.0,13956170.0,GSE144604,GSM4291806,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, kanamycin",37.0,,,,Mid-to-late exponential,,,1793.0,,1.0,3
SRX7656031,opex__chx_kan__2,,opex,chx_kan,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994842,,SINGLE,ILLUMINA,True,,True,True,opex:chx_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085292,SAMN13956169,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989737.0,13956169.0,GSE144604,GSM4291807,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, kanamycin",37.0,,,,Mid-to-late exponential,,,1794.0,,1.0,3
SRX7656032,opex__chx_kan__3,,opex,chx_kan,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994843,,SINGLE,ILLUMINA,True,,True,True,opex:chx_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085293,SAMN13956168,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989738.0,13956168.0,GSE144604,GSM4291808,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, kanamycin",37.0,,,,Mid-to-late exponential,,,1795.0,,1.0,3
SRX7656033,opex__chx_nor__1,,opex,chx_nor,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994844,,SINGLE,ILLUMINA,True,,True,True,opex:chx_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085294,SAMN13956167,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989739.0,13956167.0,GSE144604,GSM4291809,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, norfloxacin",37.0,,,,Mid-to-late exponential,,,1796.0,,1.0,3
SRX7656034,opex__chx_nor__2,,opex,chx_nor,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994845,,SINGLE,ILLUMINA,True,,True,True,opex:chx_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085296,SAMN13956166,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989740.0,13956166.0,GSE144604,GSM4291810,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, norfloxacin",37.0,,,,Mid-to-late exponential,,,1797.0,,1.0,3
SRX7656035,opex__chx_nor__3,,opex,chx_nor,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994846,,SINGLE,ILLUMINA,True,,True,True,opex:chx_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085295,SAMN13956165,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989741.0,13956165.0,GSE144604,GSM4291811,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, norfloxacin",37.0,,,,Mid-to-late exponential,,,1798.0,,1.0,3
SRX7656036,opex__chx_rif__1,,opex,chx_rif,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994847,,SINGLE,ILLUMINA,True,,True,True,opex:chx_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085298,SAMN13956164,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989742.0,13956164.0,GSE144604,GSM4291812,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, rifampicin",37.0,,,,Mid-to-late exponential,,,1799.0,,1.0,3
SRX7656037,opex__chx_rif__2,,opex,chx_rif,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994848,,SINGLE,ILLUMINA,True,,True,True,opex:chx_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085297,SAMN13956162,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989743.0,13956162.0,GSE144604,GSM4291813,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, rifampicin",37.0,,,,Mid-to-late exponential,,,1800.0,,1.0,3
SRX7656038,opex__chx_rif__3,,opex,chx_rif,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994849,,SINGLE,ILLUMINA,True,,True,True,opex:chx_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085299,SAMN13956161,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989744.0,13956161.0,GSE144604,GSM4291814,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"chlorhexidine, rifampicin",37.0,,,,Mid-to-late exponential,,,1801.0,,1.0,3
SRX7656039,opex__ctrl__1,,opex,ctrl,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994850,,SINGLE,ILLUMINA,True,,True,True,opex:ctrl,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085302,SAMN13956160,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989745.0,13956160.0,GSE144604,GSM4291815,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,,37.0,,,,Mid-to-late exponential,,,1802.0,,1.0,3
SRX7656040,opex__ctrl__2,,opex,ctrl,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994851,,SINGLE,ILLUMINA,True,,True,True,opex:ctrl,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085300,SAMN13956159,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989746.0,13956159.0,GSE144604,GSM4291816,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,,37.0,,,,Mid-to-late exponential,,,1803.0,,1.0,3
SRX7656041,opex__ctrl__3,,opex,ctrl,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994852,,SINGLE,ILLUMINA,True,,True,True,opex:ctrl,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085301,SAMN13956203,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989747.0,13956203.0,GSE144604,GSM4291817,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,,37.0,,,,Mid-to-late exponential,,,1804.0,,1.0,3
SRX7656042,opex__etoh_amp__1,,opex,etoh_amp,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994853,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_amp,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085303,SAMN13956163,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989748.0,13956163.0,GSE144604,GSM4291818,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, ampicillin",37.0,,,,Mid-to-late exponential,,,1805.0,,1.0,3
SRX7656043,opex__etoh_amp__2,,opex,etoh_amp,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994854,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_amp,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085304,SAMN13956202,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989749.0,13956202.0,GSE144604,GSM4291819,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, ampicillin",37.0,,,,Mid-to-late exponential,,,1806.0,,1.0,3
SRX7656044,opex__etoh_amp__3,,opex,etoh_amp,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994855,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_amp,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085305,SAMN13956201,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989750.0,13956201.0,GSE144604,GSM4291820,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, ampicillin",37.0,,,,Mid-to-late exponential,,,1807.0,,1.0,3
SRX7656045,opex__etoh_kan__1,,opex,etoh_kan,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994856,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085306,SAMN13956200,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989751.0,13956200.0,GSE144604,GSM4291821,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, kanamycin",37.0,,,,Mid-to-late exponential,,,1808.0,,1.0,3
SRX7656046,opex__etoh_kan__2,,opex,etoh_kan,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994857,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085307,SAMN13956199,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989752.0,13956199.0,GSE144604,GSM4291822,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, kanamycin",37.0,,,,Mid-to-late exponential,,,1809.0,,1.0,3
SRX7656047,opex__etoh_kan__3,,opex,etoh_kan,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994858,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_kan,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085309,SAMN13956198,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989753.0,13956198.0,GSE144604,GSM4291823,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, kanamycin",37.0,,,,Mid-to-late exponential,,,1810.0,,1.0,3
SRX7656048,opex__etoh_nor__1,,opex,etoh_nor,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994859,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085308,SAMN13956197,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989754.0,13956197.0,GSE144604,GSM4291824,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, norfloxacin",37.0,,,,Mid-to-late exponential,,,1811.0,,1.0,3
SRX7656049,opex__etoh_nor__2,,opex,etoh_nor,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994860,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085312,SAMN13956196,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989755.0,13956196.0,GSE144604,GSM4291825,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, norfloxacin",37.0,,,,Mid-to-late exponential,,,1812.0,,1.0,3
SRX7656050,opex__etoh_nor__3,,opex,etoh_nor,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994861,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_nor,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085313,SAMN13956195,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989756.0,13956195.0,GSE144604,GSM4291826,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, norfloxacin",37.0,,,,Mid-to-late exponential,,,1813.0,,1.0,3
SRX7656051,opex__etoh_rif__1,,opex,etoh_rif,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994862,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085311,SAMN13956194,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989757.0,13956194.0,GSE144604,GSM4291827,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, rifampicin",37.0,,,,Mid-to-late exponential,,,1814.0,,1.0,3
SRX7656052,opex__etoh_rif__2,,opex,etoh_rif,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994863,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085310,SAMN13956193,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989758.0,13956193.0,GSE144604,GSM4291828,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, rifampicin",37.0,,,,Mid-to-late exponential,,,1815.0,,1.0,3
SRX7656053,opex__etoh_rif__3,,opex,etoh_rif,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994864,,SINGLE,ILLUMINA,True,,True,True,opex:etoh_rif,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085315,SAMN13956192,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989759.0,13956192.0,GSE144604,GSM4291829,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"ethanol, rifampicin",37.0,,,,Mid-to-late exponential,,,1816.0,,1.0,3
SRX7656054,opex__glual_amp__1,,opex,glual_amp,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994865,,SINGLE,ILLUMINA,True,,True,True,opex:glual_amp,True,True,2020-07-11 10:33:42,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085314,SAMN13956191,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989760.0,13956191.0,GSE144604,GSM4291830,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, ampicillin",37.0,,,,Mid-to-late exponential,,,1817.0,,1.0,3
SRX7656055,opex__glual_amp__2,,opex,glual_amp,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994866,,SINGLE,ILLUMINA,True,,True,True,opex:glual_amp,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085316,SAMN13956190,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989761.0,13956190.0,GSE144604,GSM4291831,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, ampicillin",37.0,,,,Mid-to-late exponential,,,1818.0,,1.0,3
SRX7656056,opex__glual_amp__3,,opex,glual_amp,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994867,,SINGLE,ILLUMINA,True,,True,True,opex:glual_amp,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085318,SAMN13956128,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989762.0,13956128.0,GSE144604,GSM4291832,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, ampicillin",37.0,,,,Mid-to-late exponential,,,1819.0,,1.0,3
SRX7656057,opex__glual_kan__1,,opex,glual_kan,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994868,,SINGLE,ILLUMINA,True,,True,True,opex:glual_kan,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085317,SAMN13956127,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989763.0,13956127.0,GSE144604,GSM4291833,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, kanamycin",37.0,,,,Mid-to-late exponential,,,1820.0,,1.0,3
SRX7656058,opex__glual_kan__2,,opex,glual_kan,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994869,,SINGLE,ILLUMINA,True,,True,True,opex:glual_kan,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085319,SAMN13956126,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989764.0,13956126.0,GSE144604,GSM4291834,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, kanamycin",37.0,,,,Mid-to-late exponential,,,1821.0,,1.0,3
SRX7656059,opex__glual_kan__3,,opex,glual_kan,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994870,,SINGLE,ILLUMINA,True,,True,True,opex:glual_kan,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085322,SAMN13956125,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989765.0,13956125.0,GSE144604,GSM4291835,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, kanamycin",37.0,,,,Mid-to-late exponential,,,1822.0,,1.0,3
SRX7656060,opex__glual_nor__1,,opex,glual_nor,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994871,,SINGLE,ILLUMINA,True,,True,True,opex:glual_nor,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085321,SAMN13956124,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989766.0,13956124.0,GSE144604,GSM4291836,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, norfloxacin",37.0,,,,Mid-to-late exponential,,,1823.0,,1.0,3
SRX7656061,opex__glual_nor__2,,opex,glual_nor,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994872,,SINGLE,ILLUMINA,True,,True,True,opex:glual_nor,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085320,SAMN13956123,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989767.0,13956123.0,GSE144604,GSM4291837,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, norfloxacin",37.0,,,,Mid-to-late exponential,,,1824.0,,1.0,3
SRX7656062,opex__glual_nor__3,,opex,glual_nor,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994873,,SINGLE,ILLUMINA,True,,True,True,opex:glual_nor,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085323,SAMN13956122,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989768.0,13956122.0,GSE144604,GSM4291838,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, norfloxacin",37.0,,,,Mid-to-late exponential,,,1825.0,,1.0,3
SRX7656063,opex__glual_rif__1,,opex,glual_rif,1,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994874,,SINGLE,ILLUMINA,True,,True,True,opex:glual_rif,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085325,SAMN13956121,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989769.0,13956121.0,GSE144604,GSM4291839,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, rifampicin",37.0,,,,Mid-to-late exponential,,,1826.0,,1.0,3
SRX7656064,opex__glual_rif__2,,opex,glual_rif,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994875,,SINGLE,ILLUMINA,True,,True,True,opex:glual_rif,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085324,SAMN13956120,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989770.0,13956120.0,GSE144604,GSM4291840,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, rifampicin",37.0,,,,Mid-to-late exponential,,,1827.0,,1.0,3
SRX7656065,opex__glual_rif__3,,opex,glual_rif,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR10994876,,SINGLE,ILLUMINA,True,,True,True,opex:glual_rif,True,True,2020-07-11 10:33:43,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,Illumina HiSeq 4000,SRP246332,PRJNA604190,604190.0,SRS6085326,SAMN13956119,SRA1035291,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,9989771.0,13956119.0,GSE144604,GSM4291841,,MG 1655,,,Anand,,,ctrl,MG1655,M9,Glucose(.4%),NH4Cl(1),O2,"glutaraldehyde, rifampicin",37.0,,,,Mid-to-late exponential,,,1828.0,,1.0,3
