,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX1816867,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621132,SRP076025,PRJNA324247,324247,SRS1479626,SAMN05199044,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597730,GSE82167,GSM2185217,30201777.0,5199044,14028S,rtcR,NC_016856.1;NC_016855.1,MMC,del_rtcR_3mM_MMC,WT_No_treatment,del_rtcR,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcR,,2,1,del_rtcR_MMC_2,,,True,True,True,MMC:del_rtcR_3mM_MMC,True,True,1.0,MMC:del_rtcR_3mM_MMC:1.0,3.0
SRX1816858,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621123,SRP076025,PRJNA324247,324247,SRS1479617,SAMN05199035,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597721,GSE82167,GSM2185208,30201777.0,5199035,14028S,wildtype,NC_016856.1;NC_016855.1,MMC,WT_No_treatment,WT_No_treatment,WT,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,WT_2,,,True,True,True,MMC:WT_No_treatment,True,True,3.0,MMC:WT_No_treatment:3.0,3.0
SRX1816879,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621144,SRP076025,PRJNA324247,324247,SRS1479638,SAMN05199056,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597742,GSE82167,GSM2185229,30201777.0,5199056,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_3mM_MMC,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,2,1,del_rtcB_MMC_2,,,True,True,True,MMC:del_rtcB_3mM_MMC,True,True,1.0,MMC:del_rtcB_3mM_MMC:1.0,3.0
SRX1816878,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621143,SRP076025,PRJNA324247,324247,SRS1479637,SAMN05199055,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597741,GSE82167,GSM2185228,30201777.0,5199055,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_3mM_MMC,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,1,1,del_rtcB_MMC_1,,,True,True,True,MMC:del_rtcB_3mM_MMC,True,True,2.0,MMC:del_rtcB_3mM_MMC:2.0,3.0
SRX1816868,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621133,SRP076025,PRJNA324247,324247,SRS1479627,SAMN05199045,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597731,GSE82167,GSM2185218,30201777.0,5199045,14028S,rtcR,NC_016856.1;NC_016855.1,MMC,del_rtcR_3mM_MMC,WT_No_treatment,del_rtcR,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcR,,3,1,del_rtcR_MMC_3,,,True,True,True,MMC:del_rtcR_3mM_MMC,True,True,2.0,MMC:del_rtcR_3mM_MMC:2.0,3.0
SRX1816866,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621131,SRP076025,PRJNA324247,324247,SRS1479625,SAMN05199043,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597729,GSE82167,GSM2185216,30201777.0,5199043,14028S,rtcR,NC_016856.1;NC_016855.1,MMC,del_rtcR_3mM_MMC,WT_No_treatment,del_rtcR,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcR,,1,1,del_rtcR_MMC_1,,,True,True,True,MMC:del_rtcR_3mM_MMC,True,True,3.0,MMC:del_rtcR_3mM_MMC:3.0,3.0
SRX1816870,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621135,SRP076025,PRJNA324247,324247,SRS1479629,SAMN05199047,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597733,GSE82167,GSM2185220,30201777.0,5199047,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,2,1,del_rsr_2,,,True,True,True,MMC:del_rsr_No_treatment,True,True,1.0,MMC:del_rsr_No_treatment:1.0,3.0
SRX1816880,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621145,SRP076025,PRJNA324247,324247,SRS1479639,SAMN05199057,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597743,GSE82167,GSM2185230,30201777.0,5199057,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_3mM_MMC,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,3,1,del_rtcB_MMC_3,,,True,True,True,MMC:del_rtcB_3mM_MMC,True,True,3.0,MMC:del_rtcB_3mM_MMC:3.0,3.0
SRX1816864,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621129,SRP076025,PRJNA324247,324247,SRS1479623,SAMN05199041,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597727,GSE82167,GSM2185214,30201777.0,5199041,14028S,rtcR,NC_016856.1;NC_016855.1,MMC,del_rtcR_No_treatment,WT_No_treatment,del_rtcR,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcR,,2,1,del_rtcR_2,,,True,True,True,MMC:del_rtcR_No_treatment,True,True,2.0,MMC:del_rtcR_No_treatment:2.0,2.0
SRX1816874,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621139,SRP076025,PRJNA324247,324247,SRS1479633,SAMN05199051,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597737,GSE82167,GSM2185224,30201777.0,5199051,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_3mM_MMC,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,3,1,del_rsr_MMC_3,,,True,True,True,MMC:del_rsr_3mM_MMC,True,True,1.0,MMC:del_rsr_3mM_MMC:1.0,2.0
SRX1816877,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621142,SRP076025,PRJNA324247,324247,SRS1479636,SAMN05199054,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597740,GSE82167,GSM2185227,30201777.0,5199054,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_No treatment,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,3,1,del_rtcB_3,,,True,True,True,MMC:del_rtcB_No treatment,True,True,2.0,MMC:del_rtcB_No treatment:2.0,3.0
SRX1816861,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621126,SRP076025,PRJNA324247,324247,SRS1479620,SAMN05199038,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597724,GSE82167,GSM2185211,30201777.0,5199038,14028S,wildtype,NC_016856.1;NC_016855.1,MMC,WT_3mM_MMC,WT_No_treatment,WT,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,WT_MMC_2,,,True,True,True,MMC:WT_3mM_MMC,True,True,1.0,MMC:WT_3mM_MMC:1.0,2.0
SRX1816872,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621137,SRP076025,PRJNA324247,324247,SRS1479631,SAMN05199049,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597735,GSE82167,GSM2185222,30201777.0,5199049,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_3mM_MMC,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,1,1,del_rsr_MMC_1,,,True,True,True,MMC:del_rsr_3mM_MMC,True,True,2.0,MMC:del_rsr_3mM_MMC:2.0,2.0
SRX1816862,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621127,SRP076025,PRJNA324247,324247,SRS1479621,SAMN05199039,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597725,GSE82167,GSM2185212,30201777.0,5199039,14028S,wildtype,NC_016856.1;NC_016855.1,MMC,WT_3mM_MMC,WT_No_treatment,WT,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,3,1,WT_MMC_3,,,True,True,True,MMC:WT_3mM_MMC,True,True,2.0,MMC:WT_3mM_MMC:2.0,2.0
SRX1816871,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621136,SRP076025,PRJNA324247,324247,SRS1479630,SAMN05199048,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597734,GSE82167,GSM2185221,30201777.0,5199048,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,3,1,del_rsr_3,,,True,True,True,MMC:del_rsr_No_treatment,True,True,2.0,MMC:del_rsr_No_treatment:2.0,3.0
SRX1816876,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621141,SRP076025,PRJNA324247,324247,SRS1479635,SAMN05199053,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597739,GSE82167,GSM2185226,30201777.0,5199053,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_No treatment,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,2,1,del_rtcB_2,,,True,True,True,MMC:del_rtcB_No treatment,True,True,3.0,MMC:del_rtcB_No treatment:3.0,3.0
SRX1816869,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621134,SRP076025,PRJNA324247,324247,SRS1479628,SAMN05199046,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597732,GSE82167,GSM2185219,30201777.0,5199046,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,1,1,del_rsr_1,,,True,True,True,MMC:del_rsr_No_treatment,True,True,3.0,MMC:del_rsr_No_treatment:3.0,3.0
SRX8370456,2020-05-21 16:32:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11819506,SRP262500,PRJNA634123,634123,SRS6685741,SAMN14984205,SRA1077628,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10887653,GSE150943,GSM4561645,,14984205,14028S,wild type,NC_016856.1;NC_016855.1,Nontyphoidal_comparisons,rep,rep,,LB,,,Aerobic,,37C,,Late-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,1,rep1,,,True,True,True,Nontyphoidal_comparisons:rep,True,True,1.0,Nontyphoidal_comparisons:rep:1.0,3.0
SRX8370458,2020-05-21 16:32:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11819508,SRP262500,PRJNA634123,634123,SRS6685743,SAMN14984203,SRA1077628,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10887655,GSE150943,GSM4561647,,14984203,14028S,wild type,NC_016856.1;NC_016855.1,Nontyphoidal_comparisons,rep,rep,,LB,,,Aerobic,,37C,,Late-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,3,1,rep3,,,True,True,True,Nontyphoidal_comparisons:rep,True,True,2.0,Nontyphoidal_comparisons:rep:2.0,3.0
SRX8370457,2020-05-21 16:32:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11819507,SRP262500,PRJNA634123,634123,SRS6685742,SAMN14984204,SRA1077628,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10887654,GSE150943,GSM4561646,,14984204,14028S,wild type,NC_016856.1;NC_016855.1,Nontyphoidal_comparisons,rep,rep,,LB,,,Aerobic,,37C,,Late-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,2,1,rep2,,,True,True,True,Nontyphoidal_comparisons:rep,True,True,3.0,Nontyphoidal_comparisons:rep:3.0,3.0
ERX321085,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348250,ERP003981,PRJEB4670,222541,ERS353269,SAMEA2201298,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515458,,,24272778.0,2371137,14028s,delta araC,NC_016856.1;NC_016855.1,araC,delta_araC_LB,WT_LB,del_araC,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,araC,ChIP-Seq,2,1,delta_araC_LB_2,,,True,True,True,araC:delta_araC_LB,True,True,1.0,araC:delta_araC_LB:1.0,2.0
ERX321083,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348249,ERP003981,PRJEB4670,222541,ERS353270,SAMEA2201299,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515456,,,24272778.0,2371138,14028s,wild type,NC_016856.1;NC_016855.1,araC,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,WT,ChIP-Seq,2,1,WT_LB_2,,,True,True,True,araC:WT_LB,True,True,1.0,araC:WT_LB:1.0,2.0
ERX321086,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348243,ERP003981,PRJEB4670,222541,ERS353272,SAMEA2201301,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515459,,,24272778.0,2371140,14028s,wild type,NC_016856.1;NC_016855.1,araC,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,WT,ChIP-Seq,1,1,WT_LB_1,,,True,True,True,araC:WT_LB,True,True,2.0,araC:WT_LB:2.0,2.0
ERX321081,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348246,ERP003981,PRJEB4670,222541,ERS353271,SAMEA2201300,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515454,,,24272778.0,2371139,14028s,delta araC,NC_016856.1;NC_016855.1,araC,delta_araC_LB,WT_LB,del_araC,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,araC,ChIP-Seq,1,1,delta_araC_LB_1,,,True,True,True,araC:delta_araC_LB,True,True,2.0,araC:delta_araC_LB:2.0,2.0
SRX974437,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950133;SRR1950135;SRR1950137,SRP056892,PRJNA280002,280002,SRS889654,SAMN03453225,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1416844,,,25824832.0,3453225,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_planktonic_TP1,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_planktonic_TP1,,,True,True,True,csgD:WT_planktonic_TP1,False,True,1.0,csgD:WT_planktonic_TP1:1.0,1.0
SRX976478,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950293;SRR1950295;SRR1950296,SRP056892,PRJNA280002,280002,SRS891589,SAMN03453230,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419826,,,25824832.0,3453230,ATCC14028s csgD mutant,csgD mutant,NC_016856.1;NC_016855.1,csgD,del_csgD_planktonic_TP2,WT_planktonic_TP1,del_csgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,csgD,,1,3 total,del_csgD_planktonic_TP2,,,True,True,True,csgD:del_csgD_planktonic_TP2,False,True,1.0,csgD:del_csgD_planktonic_TP2:1.0,1.0
SRX976341,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950210;SRR1950211;SRR1950212,SRP056892,PRJNA280002,280002,SRS891495,SAMN03453224,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419689,,,25824832.0,3453224,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_aggregate_TP2,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_aggregate_TP2,,,True,True,True,csgD:WT_aggregate_TP2,False,True,1.0,csgD:WT_aggregate_TP2:1.0,1.0
SRX976476,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950265;SRR1950291;SRR1950292,SRP056892,PRJNA280002,280002,SRS891589,SAMN03453230,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419824,,,25824832.0,3453230,ATCC14028s csgD mutant,csgD mutant,NC_016856.1;NC_016855.1,csgD,del_csgD_planktonic_TP1,WT_planktonic_TP1,del_csgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,csgD,,1,3 total,del_csgD_planktonic_TP1,,,True,True,True,csgD:del_csgD_planktonic_TP1,False,True,1.0,csgD:del_csgD_planktonic_TP1:1.0,1.0
SRX976336,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950145;SRR1950146;SRR1950147,SRP056892,PRJNA280002,280002,SRS889654,SAMN03453225,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419684,,,25824832.0,3453225,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_planktonic_TP3,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_planktonic_TP3,,,True,True,True,csgD:WT_planktonic_TP3,False,True,1.0,csgD:WT_planktonic_TP3:1.0,1.0
SRX976480,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950301;SRR1950304;SRR1950306,SRP056892,PRJNA280002,280002,SRS891589,SAMN03453230,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419828,,,25824832.0,3453230,ATCC14028s csgD mutant,csgD mutant,NC_016856.1;NC_016855.1,csgD,del_csgD_planktonic_TP3,WT_planktonic_TP1,del_csgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,csgD,,1,3 total,del_csgD_planktonic_TP3,,,True,True,True,csgD:del_csgD_planktonic_TP3,False,True,1.0,csgD:del_csgD_planktonic_TP3:1.0,1.0
SRX976335,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950140;SRR1950141;SRR1950142,SRP056892,PRJNA280002,280002,SRS889654,SAMN03453225,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419683,,,25824832.0,3453225,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_planktonic_TP2,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_planktonic_TP2,,,True,True,True,csgD:WT_planktonic_TP2,False,True,1.0,csgD:WT_planktonic_TP2:1.0,1.0
SRX976343,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950213;SRR1950214;SRR1950215,SRP056892,PRJNA280002,280002,SRS891495,SAMN03453224,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419691,,,25824832.0,3453224,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_aggregate_TP3,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_aggregate_TP3,,,True,True,True,csgD:WT_aggregate_TP3,False,True,1.0,csgD:WT_aggregate_TP3:1.0,1.0
